"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"56440","183.75340906","pp","rpsA (pp) 83332.Rv1388","false","pp","rpsA (pp) 83332.Rv1388","0.668","0.329",,"0.421",,,"0.068","0.894","0.258"
"56441","4224.70606725","pp","rpsA (pp) 83332.Rv1110","false","pp","rpsA (pp) 83332.Rv1110","0.074",,"0.344",,"0.889",,"0.11","0.94","0.151"
"56442","396.47614848","pp","rpsA (pp) rplT","false","pp","rpsA (pp) rplT","0.268",,,"0.344",,,"0.062","0.837","0.681"
"56443","429.20545899","pp","rpsA (pp) rpmA","false","pp","rpsA (pp) rpmA","0.657",,,"0.344",,,"0.067","0.892","0.55"
"56444","286.25062683","pp","rpsC (pp) rpsA","false","pp","rpsC (pp) rpsA","0.713","0.291","0.54","0.344",,,"0.085","0.972","0.596"
"56445","724.87032975","pp","rpsA (pp) trmD","false","pp","rpsA (pp) trmD","0.726","0.159",,,,,"0.14","0.784",
"56446","258.0700863","pp","mce3F (pp) 83332.Rv3497c","false","pp","mce3F (pp) 83332.Rv3497c","0.073","0.779","0.195",,,,"0.069","0.825",
"56447","1022.82092564","pp","mce3F (pp) 83332.Rv0168","false","pp","mce3F (pp) 83332.Rv0168","0.233","0.766","0.364","0.242",,,"0.069","0.91","0.101"
"56448","869.9526469","pp","mce1C (pp) mce3F","false","pp","mce1C (pp) mce3F","0.073","0.773","0.203",,,,"0.069","0.859","0.241"
"56449","280.64013617","pp","yrbE4A (pp) 83332.Rv1971","false","pp","yrbE4A (pp) 83332.Rv1971","0.233","0.752","0.328","0.242",,,"0.069","0.901","0.111"
"56450","773.26515303","pp","mce4A (pp) 83332.Rv1971","false","pp","mce4A (pp) 83332.Rv1971","0.073","0.777","0.193",,,,"0.069","0.823",
"56451","201.21767838","pp","mce3F (pp) 83332.Rv0593","false","pp","mce3F (pp) 83332.Rv0593","0.07","0.779","0.195",,"0.003",,"0.068","0.828","0.061"
"56452","706.93622881","pp","mce3F (pp) 83332.Rv1975","false","pp","mce3F (pp) 83332.Rv1975","0.07","0.353",,,,,"0.722","0.818",
"56453","158.02619803","pp","mce3F (pp) 83332.Rv1965","false","pp","mce3F (pp) 83332.Rv1965","0.233","0.773","0.454","0.242",,,"0.849","0.988","0.101"
"56454","322.10337071","pp","mce3F (pp) 83332.Rv1974","false","pp","mce3F (pp) 83332.Rv1974","0.073","0.269",,,,,"0.756","0.82",
"56455","297.98155001","pp","mce3F (pp) 83332.Rv0587","false","pp","mce3F (pp) 83332.Rv0587","0.233","0.745","0.328","0.242",,,"0.069","0.898","0.111"
"56456","4700.69483777","pp","mce3F (pp) 83332.Rv1973","false","pp","mce3F (pp) 83332.Rv1973","0.073","0.753",,,,,"0.786","0.946",
"56457","1044.38005553","pp","mce1D (pp) mce3F","false","pp","mce1D (pp) mce3F","0.07","0.778","0.195",,,,"0.068","0.826","0.051"
"56458","255.37775899","pp","mce3F (pp) 83332.Rv3498c","false","pp","mce3F (pp) 83332.Rv3498c","0.073","0.781","0.192",,,,"0.069","0.826",
"56459","1022.82092564","pp","yrbE1A (pp) mce3F","false","pp","yrbE1A (pp) mce3F","0.233","0.748","0.328","0.242",,,"0.069","0.899","0.111"
"56460","249.42206098","pp","mce4D (pp) 83332.Rv1971","false","pp","mce4D (pp) 83332.Rv1971","0.073","0.781","0.193",,,,"0.069","0.827",
"56461","356.8835513","pp","mce3F (pp) yrbE4B","false","pp","mce3F (pp) yrbE4B","0.233","0.769","0.364","0.242",,,"0.069","0.911","0.101"
"56462","15037.58233308","pp","mce3F (pp) vapC46","false","pp","mce3F (pp) vapC46",,,,,,,,"0.865","0.865"
"56463","2.65650539","pp","mce3B (pp) mce3D","false","pp","mce3B (pp) mce3D","0.085","0.342","0.192",,,,"0.849","0.947","0.389"
"56464","4.72004758","pp","mce3B (pp) 83332.Rv1965","false","pp","mce3B (pp) 83332.Rv1965","0.233","0.78","0.945","0.242",,,"0.849","0.998","0.086"
"56465","107.01812564","pp","yrbE2A (pp) mce3B","false","pp","yrbE2A (pp) mce3B","0.233","0.771","0.454","0.242",,,"0.068","0.923","0.086"
"56466","144.65851044","pp","mce3B (pp) mce3F","false","pp","mce3B (pp) mce3F","0.073","0.782","0.192",,,,"0.849","0.997","0.9"
"56467","1969.45754872","pp","mce3B (pp) 83332.Rv1973","false","pp","mce3B (pp) 83332.Rv1973","0.085","0.607",,,,,"0.785","0.916",
"56468","31.31617457","pp","mce3B (pp) lprN","false","pp","mce3B (pp) lprN",,"0.779","0.192",,,,"0.068","0.819",
"56469","137.06525479","pp","mce3B (pp) 83332.Rv3499c","false","pp","mce3B (pp) 83332.Rv3499c",,"0.77","0.192",,"0.003",,"0.068","0.811",
"56470","24.56396932","pp","lprL (pp) mce3B","false","pp","lprL (pp) mce3B",,"0.781","0.192",,,,"0.068","0.82",
"56471","302.88327525","pp","mce3B (pp) 83332.Rv1975","false","pp","mce3B (pp) 83332.Rv1975","0.071","0.174",,,,,"0.729","0.773",
"56472","150.05543796","pp","mce3B (pp) 83332.Rv1974","false","pp","mce3B (pp) 83332.Rv1974","0.085","0.181",,,,,"0.756","0.801",
"56473","92.48380818","pp","mce3B (pp) 83332.Rv0174","false","pp","mce3B (pp) 83332.Rv0174","0.073","0.771","0.192",,,,"0.068","0.827","0.089"
"56474","28.08761542","pp","mce3B (pp) mce4F","false","pp","mce3B (pp) mce4F","0.073","0.76","0.192",,,,"0.068","0.81",
"56475","269.33186655","pp","mce3B (pp) 83332.Rv0167","false","pp","mce3B (pp) 83332.Rv0167","0.233","0.772","0.454","0.242",,,"0.068","0.923","0.086"
"56476","112.02336185","pp","mce3B (pp) yrbE4B","false","pp","mce3B (pp) yrbE4B","0.233","0.779","0.597","0.242",,,"0.068","0.945","0.086"
"56477","269.33186655","pp","mce3B (pp) 83332.Rv0168","false","pp","mce3B (pp) 83332.Rv0168","0.233","0.778","0.597","0.242",,,"0.068","0.945","0.086"
"56478","104.14392807","pp","mce3B (pp) yrbE4A","false","pp","mce3B (pp) yrbE4A","0.233","0.773","0.454","0.242",,,"0.068","0.924","0.086"
"56479","382.45559301","pp","mce3B (pp) 83332.Rv0169","false","pp","mce3B (pp) 83332.Rv0169",,"0.772","0.192",,"0.003",,"0.068","0.852","0.241"
"56480","277.29759333","pp","mce3B (pp) 83332.Rv1970","false","pp","mce3B (pp) 83332.Rv1970","0.085","0.783","0.192",,,,"0.849","0.985","0.503"
"56481","5.10526316","pp","mce3B (pp) mce3C","false","pp","mce3B (pp) mce3C","0.085","0.34","0.194",,"0.001",,"0.849","0.945","0.373"
"56482","389.46536272","pp","rpsO (pp) hpf","false","pp","rpsO (pp) hpf",,,"0.54","0.96",,,,"0.981","0.089"
"56483","574.30631978","pp","rpsC (pp) hpf","false","pp","rpsC (pp) hpf",,,"0.54","0.96",,,,"0.98",
"56484","385.61699357","pp","hpf (pp) 83332.Rv3924c","false","pp","hpf (pp) 83332.Rv3924c",,,,"0.96",,,"0.068","0.963","0.106"
"56485","239.17822272","pp","hpf (pp) rpsI","false","pp","hpf (pp) rpsI","0.078",,"0.54","0.96",,,"0.069","0.983","0.09"
"56486","320.64446837","pp","hpf (pp) 83332.Rv0723","false","pp","hpf (pp) 83332.Rv0723","0.075",,,"0.96",,,,"0.964","0.11"
"56487","518.01992337","pp","hpf (pp) 83332.Rv0721","false","pp","hpf (pp) 83332.Rv0721","0.073",,"0.54","0.96",,,,"0.982","0.105"
"56488","210.87166331","pp","hpf (pp) 83332.Rv3458c","false","pp","hpf (pp) 83332.Rv3458c",,,,"0.96",,,"0.061","0.96",
"56489","261.22947662","pp","rpsJ (pp) hpf","false","pp","rpsJ (pp) hpf","0.077",,,"0.96",,,"0.058","0.962",
"56490","382.1482545","pp","hpf (pp) rplQ","false","pp","hpf (pp) rplQ","0.075",,,"0.96",,,,"0.961",
"56491","1143.71497847","pp","rpsL (pp) hpf","false","pp","rpsL (pp) hpf",,,,"0.96",,,,"0.962","0.112"
"56492","285.23708435","pp","rplP (pp) hpf","false","pp","rplP (pp) hpf","0.072",,,"0.96",,,,"0.963","0.084"
"56493","470.64438386","pp","hpf (pp) 83332.Rv0720","false","pp","hpf (pp) 83332.Rv0720","0.072",,,"0.96",,,,"0.963","0.096"
"56494","265.05842612","pp","rpsQ (pp) hpf","false","pp","rpsQ (pp) hpf","0.071",,"0.54","0.96",,,,"0.981",
"56495","2377.53079566","pp","hpf (pp) 83332.Rv2239c","false","pp","hpf (pp) 83332.Rv2239c",,"0.183",,,,,,"0.859","0.835"
"56496","296.79558855","pp","hpf (pp) rplM","false","pp","hpf (pp) rplM","0.074",,,"0.96",,,"0.07","0.962",
"56497","163.94061285","pp","hpf (pp) rpmJ","false","pp","hpf (pp) rpmJ",,,,"0.96",,,,"0.96",
"56498","342.6846257","pp","hpf (pp) 83332.Rv0714","false","pp","hpf (pp) 83332.Rv0714",,,,"0.96",,,,"0.96",
"56499","200.21938913","pp","rpsP (pp) hpf","false","pp","rpsP (pp) hpf",,,,"0.96",,,"0.062","0.961","0.05"
"56500","117.7450286","pp","hpf (pp) 83332.Rv2412","false","pp","hpf (pp) 83332.Rv2412",,,,"0.96",,,,"0.96","0.052"
"56501","156.25472024","pp","hpf (pp) 83332.Rv0722","false","pp","hpf (pp) 83332.Rv0722",,,,"0.96",,,,"0.96",
"56502","318.92075455","pp","hpf (pp) 83332.Rv0709","false","pp","hpf (pp) 83332.Rv0709","0.074","0.327",,"0.96",,,,"0.974","0.088"
"56503","303.69982093","pp","rplV (pp) hpf","false","pp","rplV (pp) hpf",,"0.195",,"0.96",,,,"0.968","0.091"
"56504","249.54916538","pp","hpf (pp) 83332.Rv0079","false","pp","hpf (pp) 83332.Rv0079",,,"0.54",,,,,"0.873","0.736"
"56505","245.1176071","pp","hpf (pp) 83332.Rv0705","false","pp","hpf (pp) 83332.Rv0705",,,"0.54","0.96",,,,"0.98",
"56506","307.75897631","pp","hpf (pp) rpsK","false","pp","hpf (pp) rpsK",,,"0.54","0.96",,,,"0.98","0.05"
"56507","485.35170232","pp","hpf (pp) 83332.Rv2890c","false","pp","hpf (pp) 83332.Rv2890c",,,"0.54","0.96",,,,"0.981","0.052"
"56508","4850.0","pp","hpf (pp) 83332.Rv3242c","false","pp","hpf (pp) 83332.Rv3242c",,,,,"0.687",,"0.536","0.849",
"56509","68.02177538","pp","mce2B (pp) lprL","false","pp","mce2B (pp) lprL","0.07","0.783","0.195",,,,"0.852","0.984","0.468"
"56510","193.87893777","pp","mce2B (pp) mce4A","false","pp","mce2B (pp) mce4A",,"0.767","0.192",,"0.003",,"0.068","0.832","0.16"
"56511","338.64831284","pp","mce2B (pp) mce3A","false","pp","mce2B (pp) mce3A",,"0.762","0.192",,"0.017",,"0.068","0.824","0.138"
"56512","65.87439502","pp","mce2B (pp) mce2D","false","pp","mce2B (pp) mce2D","0.07","0.781","0.195",,,,"0.852","0.992","0.751"
"56513","99.60090401","pp","mce2B (pp) 83332.Rv0173","false","pp","mce2B (pp) 83332.Rv0173","0.07","0.783","0.195",,,,"0.086","0.831",
"56514","73.3891496","pp","mce2B (pp) yrbE3A","false","pp","mce2B (pp) yrbE3A","0.233","0.777","0.454","0.242",,,"0.064","0.925","0.086"
"56515","4.44047745","pp","mce2B (pp) yrbE4A","false","pp","mce2B (pp) yrbE4A","0.233","0.778","0.328","0.242",,,"0.068","0.934","0.344"
"56516","256.44860568","pp","yrbE1B (pp) mce2B","false","pp","yrbE1B (pp) mce2B","0.233","0.782","0.364","0.242",,,"0.068","0.917","0.115"
"56517","71.63918692","pp","mce2B (pp) mce4F","false","pp","mce2B (pp) mce4F","0.048","0.754","0.192",,,,"0.068","0.8",
"56518","100.47193421","pp","mce2B (pp) 83332.Rv0174","false","pp","mce2B (pp) 83332.Rv0174","0.048","0.776","0.192",,,,"0.068","0.855","0.24"
"56519","318.1889057","pp","mce2B (pp) 83332.Rv0586","false","pp","mce2B (pp) 83332.Rv0586","0.07",,,,,,"0.849","0.853",
"56520","507.01109457","pp","mce2B (pp) 83332.Rv1970","false","pp","mce2B (pp) 83332.Rv1970",,"0.78","0.192",,,,"0.068","0.819",
"56521","108.59242671","pp","mce2B (pp) 83332.Rv0172","false","pp","mce2B (pp) 83332.Rv0172","0.07","0.778","0.195",,,,"0.086","0.841","0.116"
"56522","74.77173384","pp","mce2B (pp) lprN","false","pp","mce2B (pp) lprN",,"0.778","0.192",,,,"0.068","0.818",
"56523","317.91241273","pp","mce2B (pp) 83332.Rv1971","false","pp","mce2B (pp) 83332.Rv1971","0.048","0.774","0.192",,,,"0.068","0.816",
"56524","3.35714411","pp","mce2B (pp) 83332.Rv0587","false","pp","mce2B (pp) 83332.Rv0587","0.233","0.778","0.328","0.242",,,"0.849","0.985","0.086"
"56525","73.3891496","pp","mce2B (pp) yrbE3B","false","pp","mce2B (pp) yrbE3B","0.233","0.781","0.454","0.242",,,"0.068","0.926","0.086"
"56526","407.81795744","pp","mce2B (pp) 83332.Rv0169","false","pp","mce2B (pp) 83332.Rv0169","0.07","0.778","0.195",,"0.003",,"0.083","0.875","0.311"
"56527","8.80201233","pp","mce2B (pp) yrbE4B","false","pp","mce2B (pp) yrbE4B","0.233","0.782","0.364","0.242",,,"0.068","0.942","0.374"
"56528","65.21908235","pp","mce2B (pp) mce4D","false","pp","mce2B (pp) mce4D",,"0.779","0.192",,,,"0.068","0.819",
"56529","256.44860568","pp","mce2B (pp) 83332.Rv0167","false","pp","mce2B (pp) 83332.Rv0167","0.233","0.778","0.328","0.242",,,"0.068","0.918","0.178"
"56530","2235.74764576","pp","mce2B (pp) mkl","false","pp","mce2B (pp) mkl","0.073","0.78","0.454",,,,"0.068","0.892","0.125"
"56531","863.98946742","pp","lpqQ (pp) 83332.Rv0361","false","pp","lpqQ (pp) 83332.Rv0361",,,,,,,,"0.863","0.863"
"56532","14853.48115767","pp","lpqQ (pp) lppH","false","pp","lpqQ (pp) lppH",,,,,,,,"0.86","0.86"
"56533","92.00382246","pp","lpqQ (pp) 83332.Rv3016","false","pp","lpqQ (pp) 83332.Rv3016",,,,,,,,"0.865","0.865"
"56534","1110.99965434","pp","lpqQ (pp) 83332.Rv0556","false","pp","lpqQ (pp) 83332.Rv0556",,,,,,,,"0.828","0.828"
"56535","1675.59737041","pp","lpqQ (pp) 83332.Rv1022","false","pp","lpqQ (pp) 83332.Rv1022",,,,,,,,"0.863","0.863"
"56536","4444.95980807","pp","lpqQ (pp) 83332.Rv3630","false","pp","lpqQ (pp) 83332.Rv3630",,,,,,,,"0.829","0.829"
"56537","2107.04822877","pp","lpqQ (pp) 83332.Rv3705c","false","pp","lpqQ (pp) 83332.Rv3705c",,,,,,,,"0.865","0.865"
"56538","1166.85010182","pp","lpqQ (pp) 83332.Rv1418","false","pp","lpqQ (pp) 83332.Rv1418",,,,,,,,"0.905","0.905"
"56539","333.18874999","pp","mce3C (pp) 83332.Rv0168","false","pp","mce3C (pp) 83332.Rv0168","0.233","0.775","0.597","0.242",,,"0.069","0.944","0.086"
"56540","44.61079901","pp","mce3C (pp) mce4F","false","pp","mce3C (pp) mce4F","0.073","0.769","0.195",,,,"0.069","0.818",
"56541","136.86643377","pp","mce3C (pp) 83332.Rv0174","false","pp","mce3C (pp) 83332.Rv0174","0.073","0.761","0.195",,,,"0.069","0.811",
"56542","6.17979798","pp","mce3C (pp) mce3D","false","pp","mce3C (pp) mce3D","0.085","0.349","0.195",,,,"0.85","0.949","0.399"
"56543","112.70650295","pp","mce3C (pp) 83332.Rv3501c","false","pp","mce3C (pp) 83332.Rv3501c","0.233","0.766","0.454","0.242",,,"0.072","0.922","0.086"
"56544","132.21730087","pp","mce3C (pp) 83332.Rv0173","false","pp","mce3C (pp) 83332.Rv0173",,"0.778","0.196",,,,"0.069","0.898","0.461"
"56545","1990.80590561","pp","mce3C (pp) 83332.Rv1973","false","pp","mce3C (pp) 83332.Rv1973","0.085","0.697",,,,,"0.788","0.983","0.755"
"56546","116.72355766","pp","yrbE2A (pp) mce3C","false","pp","yrbE2A (pp) mce3C","0.233","0.762","0.454","0.242",,,"0.072","0.921","0.086"
"56547","281.00101972","pp","mce3C (pp) mce3F","false","pp","mce3C (pp) mce3F","0.073","0.351","0.195",,,,"0.85","0.943","0.341"
"56548","9.42547961","pp","yrbE3B (pp) mce3C","false","pp","yrbE3B (pp) mce3C","0.233","0.779","0.945","0.242",,,"0.85","0.998","0.086"
"56549","159.28153513","pp","mce3C (pp) 83332.Rv1974","false","pp","mce3C (pp) 83332.Rv1974","0.085","0.342",,,,,"0.756","0.84",
"56550","48.24376662","pp","mce3C (pp) lprN","false","pp","mce3C (pp) lprN",,"0.781","0.196",,,,"0.069","0.821",
"56551","323.43608383","pp","mce3C (pp) 83332.Rv1975","false","pp","mce3C (pp) 83332.Rv1975","0.072","0.343",,,,,"0.722","0.815",
"56552","34.45466451","pp","lprL (pp) mce3C","false","pp","lprL (pp) mce3C",,"0.778","0.196",,,,"0.069","0.949","0.73"
"56553","220.95616254","pp","mce3C (pp) mce4A","false","pp","mce3C (pp) mce4A",,"0.776","0.196",,,,"0.069","0.817",
"56554","128.76876767","pp","mce3C (pp) yrbE4B","false","pp","mce3C (pp) yrbE4B","0.233","0.776","0.597","0.242",,,"0.069","0.944","0.086"
"56555","333.18874999","pp","mce3C (pp) 83332.Rv0167","false","pp","mce3C (pp) 83332.Rv0167","0.233","0.764","0.454","0.242",,,"0.072","0.921","0.086"
"56556","454.51425962","pp","mce3C (pp) 83332.Rv1970","false","pp","mce3C (pp) 83332.Rv1970","0.085","0.784","0.196",,,,"0.85","0.997","0.905"
"56557","542.71854548","pp","mce3C (pp) 83332.Rv0169","false","pp","mce3C (pp) 83332.Rv0169",,"0.768","0.196",,,,"0.069","0.843","0.206"
"56558","4.72004758","pp","yrbE3A (pp) mce3B","false","pp","yrbE3A (pp) mce3B","0.233","0.776","0.945","0.242",,,"0.841","0.998","0.086"
"56559","17.03692294","pp","yrbE3A (pp) mce4B","false","pp","yrbE3A (pp) mce4B","0.233","0.778","0.945","0.242",,,"0.064","0.992","0.086"
"56560","86.3463159","pp","yrbE3A (pp) 83332.Rv0172","false","pp","yrbE3A (pp) 83332.Rv0172","0.233","0.751","0.597","0.242",,,"0.064","0.939","0.104"
"56561","25.4147827","pp","yrbE3A (pp) lprN","false","pp","yrbE3A (pp) lprN","0.233","0.763","0.945","0.242",,,"0.064","0.992","0.099"
"56562","18.89247793","pp","yrbE3A (pp) 83332.Rv3496c","false","pp","yrbE3A (pp) 83332.Rv3496c","0.233","0.772","0.945","0.242",,,"0.064","0.992","0.086"
"56563","9.42547961","pp","yrbE3A (pp) mce3C","false","pp","yrbE3A (pp) mce3C","0.233","0.774","0.945","0.242",,,"0.841","0.998","0.086"
"56564","296.45923062","pp","yrbE3A (pp) lprM","false","pp","yrbE3A (pp) lprM","0.233","0.774","0.945","0.242",,,"0.841","0.998","0.118"
"56565","457.16562521","pp","yrbE3A (pp) 83332.Rv0169","false","pp","yrbE3A (pp) 83332.Rv0169","0.233","0.739","0.597","0.242",,,"0.064","0.953","0.344"
"56566","67.427971","pp","yrbE3A (pp) 83332.Rv0173","false","pp","yrbE3A (pp) 83332.Rv0173","0.233","0.771","0.597","0.242",,,"0.064","0.943","0.086"
"56567","18.82448834","pp","yrbE3A (pp) mce4C","false","pp","yrbE3A (pp) mce4C","0.233","0.772","0.945","0.242",,,"0.064","0.992","0.086"
"56568","149.36515259","pp","yrbE3A (pp) 83332.Rv0170","false","pp","yrbE3A (pp) 83332.Rv0170","0.233","0.778","0.454","0.242",,,"0.064","0.925","0.086"
"56569","21.41696267","pp","lprL (pp) yrbE3A","false","pp","lprL (pp) yrbE3A","0.233","0.766","0.597","0.242",,,"0.064","0.942","0.086"
"56570","125.30772992","pp","yrbE3A (pp) 83332.Rv3499c","false","pp","yrbE3A (pp) 83332.Rv3499c","0.233","0.739","0.945","0.242",,,"0.064","0.991","0.141"
"56571","118.85183582","pp","yrbE3A (pp) mce3A","false","pp","yrbE3A (pp) mce3A","0.233","0.741","0.945","0.242",,,"0.841","0.999","0.806"
"56572","3230.07467307","pp","yrbE3A (pp) 83332.Rv1973","false","pp","yrbE3A (pp) 83332.Rv1973","0.085","0.351",,,,,"0.77","0.852",
"56573","109.19715515","pp","yrbE3A (pp) 83332.Rv0171","false","pp","yrbE3A (pp) 83332.Rv0171","0.233","0.742","0.945","0.242",,,"0.064","0.991","0.086"
"56574","158.02619803","pp","yrbE3A (pp) 83332.Rv1971","false","pp","yrbE3A (pp) 83332.Rv1971","0.233","0.767","0.454","0.242",,,"0.841","0.99","0.371"
"56575","22.21038653","pp","yrbE3A (pp) 83332.Rv3494c","false","pp","yrbE3A (pp) 83332.Rv3494c","0.233","0.726","0.454","0.242",,,"0.064","0.908","0.086"
"56576","70.58853248","pp","yrbE3A (pp) 83332.Rv0174","false","pp","yrbE3A (pp) 83332.Rv0174","0.233","0.75","0.454","0.242",,,"0.064","0.916","0.092"
"56577","4.59630592","pp","yrbE3A (pp) mce3D","false","pp","yrbE3A (pp) mce3D","0.233","0.763","0.945","0.242",,,"0.841","0.998","0.086"
"56578","2.0","pp","yrbE3A (pp) 83332.Rv1965","false","pp","yrbE3A (pp) 83332.Rv1965","0.085","0.32",,,,,"0.842","0.91","0.196"
"56579","216.03854687","pp","hadB (pp) fadE30","false","pp","hadB (pp) fadE30","0.26",,"0.711","0.202",,,"0.061","0.821","0.06"
"56580","34.4967556","pp","htdY (pp) fadE30","false","pp","htdY (pp) fadE30","0.26","0.189","0.711","0.202",,,"0.061","0.849","0.06"
"56581","26.68143907","pp","fadE28 (pp) fadE30","false","pp","fadE28 (pp) fadE30",,"0.539",,,"0.023",,,"0.871","0.733"
"56582","1375.82289046","pp","fadE30 (pp) 83332.Rv3526","false","pp","fadE30 (pp) 83332.Rv3526","0.07","0.52",,,,,"0.044","0.839","0.668"
"56583","377.00918989","pp","fadE30 (pp) 83332.Rv3557c","false","pp","fadE30 (pp) 83332.Rv3557c","0.085","0.285","0.102",,,,"0.326","0.92","0.831"
"56584","104.56790141","pp","fadE30 (pp) 83332.Rv3502c","false","pp","fadE30 (pp) 83332.Rv3502c","0.074","0.57","0.125","0.171",,,"0.045","0.916","0.755"
"56585","263.40282906","pp","fadE30 (pp) 83332.Rv3546","false","pp","fadE30 (pp) 83332.Rv3546","0.247","0.167","0.153","0.181",,,"0.061","0.878","0.758"
"56586","152.11302703","pp","fadE30 (pp) 83332.Rv3548c","false","pp","fadE30 (pp) 83332.Rv3548c","0.085","0.71","0.125","0.171",,,"0.068","0.881","0.464"
"56587","148.88993081","pp","fadE30 (pp) 83332.Rv2486","false","pp","fadE30 (pp) 83332.Rv2486","0.203",,"0.711","0.227",,,"0.06","0.813","0.057"
"56588","79.8477599","pp","fadE30 (pp) 83332.Rv0504c","false","pp","fadE30 (pp) 83332.Rv0504c","0.26",,"0.711","0.202",,,"0.061","0.821","0.06"
"56589","58.48732221","pp","fadE30 (pp) 83332.Rv0130","false","pp","fadE30 (pp) 83332.Rv0130","0.26","0.219","0.711","0.202",,,"0.084","0.858","0.06"
"56590","312.00709896","pp","fadE30 (pp) 83332.Rv3559c","false","pp","fadE30 (pp) 83332.Rv3559c","0.085","0.679","0.125","0.171",,,"0.878","0.97","0.074"
"56591","134.30692983","pp","echA13 (pp) fadE30","false","pp","echA13 (pp) fadE30","0.203","0.24","0.711","0.227",,,"0.114","0.919","0.457"
"56592","771.54546466","pp","echA3 (pp) fadE30","false","pp","echA3 (pp) fadE30","0.203",,"0.711","0.227",,,"0.06","0.813","0.057"
"56593","180.20914857","pp","echA6 (pp) fadE30","false","pp","echA6 (pp) fadE30","0.203",,"0.711","0.227",,,"0.06","0.813","0.057"
"56594","52.86611086","pp","echA9 (pp) fadE30","false","pp","echA9 (pp) fadE30","0.203",,"0.711","0.227",,,"0.06","0.947","0.735"
"56595","1828.26239575","pp","fadE30 (pp) 83332.Rv2524c","false","pp","fadE30 (pp) 83332.Rv2524c","0.26",,"0.711","0.202",,,"0.117","0.848","0.152"
"56596","28.04545807","pp","fadE30 (pp) 83332.Rv3563","false","pp","fadE30 (pp) 83332.Rv3563","0.085","0.775",,,"0.046",,"0.646","0.988","0.864"
"56597","42.35511622","pp","hadA (pp) fadE30","false","pp","hadA (pp) fadE30","0.26",,"0.711","0.202",,,"0.061","0.823","0.067"
"56598","122.06120587","pp","fadE30 (pp) 83332.Rv3561","false","pp","fadE30 (pp) 83332.Rv3561","0.087","0.224","0.13",,,,"0.626","0.963","0.865"
"56599","36.30184622","pp","fadE30 (pp) 83332.Rv0241c","false","pp","fadE30 (pp) 83332.Rv0241c","0.26",,"0.711","0.202",,,"0.061","0.821","0.06"
